Date	Balance
0	100.0
1	100.0
2	100.0
3	100.0
4	100.0
5	100.0
6	100.0
7	100.0
8	100.0
9	100.0
10	100.0
11	100.0
12	100.0
13	100.0
14	100.0
15	100.0
16	100.0
17	100.0
18	100.0
19	100.0
20	100.0
21	100.0
22	100.0
23	100.0
24	100.0
25	100.0
26	100.0
27	100.0
28	100.0
29	100.0
30	100.0
31	100.0
32	100.0
33	100.0
34	100.0
35	100.0
36	100.0
37	100.0
38	100.0
39	100.0
40	100.0
41	100.0
42	100.0
43	100.0
44	100.0
45	100.0
46	100.0
47	100.0
48	100.0
49	100.0
50	100.0
51	100.0
52	100.0
53	100.0
54	99.85
55	99.83494584277629
56	99.4951510979543
57	100.42186291935421
58	100.43871222521317
59	100.09338613971589
60	100.74570836483215
61	100.14078492876743
62	100.02590423166883
63	100.90122566935646
64	99.8321373836264
65	100.24916824624616
66	100.08487680217517
67	100.95052360264394
68	102.82288900425488
69	103.20199840967032
70	103.96021714973415
71	102.70368866325019
72	103.20199838355391
73	104.04446367734397
74	105.30816161929276
75	106.86672240787598
76	106.01835986040514
77	107.2355826745578
78	106.6889622538106
79	108.55165299629857
80	107.20370852926735
81	106.96708821315474
82	108.50531740602892
83	108.1051465595294
84	107.89200268455758
85	107.62494117405622
86	106.23487344069267
87	106.4120017693761
88	106.4120017693761
89	106.4120017693761
90	106.4120017693761
91	106.4120017693761
92	106.4120017693761
93	106.4120017693761
94	106.4120017693761
95	106.4120017693761
96	106.4120017693761
97	106.25238376672205
98	105.48958661414099
99	105.48958661414099
100	105.33135223421979
101	105.67326598995177
102	104.98218490690802
103	104.98218490690802
104	104.98218490690802
105	104.98218490690802
106	104.98218490690802
107	104.98218490690802
108	104.98218490690802
109	104.98218490690802
110	104.98218490690802
111	104.98218490690802
112	104.98218490690802
113	104.98218490690802
114	104.98218490690802
115	104.98218490690802
116	104.98218490690802
117	104.98218490690802
118	104.98218490690802
119	104.98218490690802
120	104.98218490690802
121	104.98218490690802
122	104.82471162954766
123	106.93811307369177
124	93.94749934485567
125	93.94749934485567
126	93.94749934485567
127	93.94749934485567
128	93.94749934485567
129	93.94749934485567
130	93.94749934485567
131	93.94749934485567
132	93.94749934485567
133	93.94749934485567
134	93.94749934485567
135	93.94749934485567
136	93.94749934485567
137	93.94749934485567
138	93.80657809583839
139	94.79240213898657
140	95.24680185674741
141	94.80780552079
142	95.26990692714202
143	95.09276805950779
144	94.2810869419199
145	94.13966531150703
146	94.65753671146989
147	94.75276564066135
148	94.71262774064454
149	95.27031156268413
150	95.53364265738423
151	95.2289101464417
152	95.6098257862626
153	95.30585518278437
154	95.61058760230713
155	93.32433194276628
156	92.0433126434866
157	92.0433126434866
158	91.90524767452138
159	89.68004222430912
160	89.54552216097267
161	83.5833724063747
162	83.45799734776514
163	88.15470018232745
164	88.15470018232745
165	88.15470018232745
166	88.15470018232745
167	88.15470018232745
168	88.15470018232745
169	88.15470018232745
170	88.15470018232745
171	88.15470018232745
172	88.15470018232745
173	88.15470018232745
174	88.15470018232745
175	88.15470018232745
176	88.15470018232745
177	88.15470018232745
178	88.15470018232745
179	88.15470018232745
180	88.02246813205396
181	89.47809260505485
182	89.32816329803575
183	88.20000364747217
184	88.78281786191192
185	91.47284042681976
186	92.13246666289398
187	92.91129654639258
188	92.98880197700726
189	95.21496552805837
190	95.72700264146002
191	93.54442238286735
192	90.75390463801814
193	90.82296546190263
194	90.82296546190263
195	90.82296546190263
196	90.82296546190263
197	90.82296546190263
198	90.82296546190263
199	90.82296546190263
200	90.82296546190263
201	90.82296546190263
202	90.82296546190263
203	90.82296546190263
204	90.82296546190263
205	90.82296546190263
206	90.82296546190263
207	90.82296546190263
208	90.68673101370979
209	89.29060311633695
210	89.86791305799493
211	87.46245499501526
212	89.8052646002737
213	89.8052646002737
214	89.8052646002737
215	89.8052646002737
216	89.8052646002737
217	89.67055670337328
218	91.97908387819625
219	90.6089862095699
220	88.93596215393035
221	89.6703719334624
222	91.59953163540548
223	91.45162886958393
224	95.16510636192895
225	93.73370495619398
226	96.06550402129862
227	95.75243297576772
228	96.68885624545328
229	98.41484929533631
230	97.64004556668363
231	94.90783770230976
232	96.25910870787824
233	93.31647453354167
234	93.31647453354167
235	93.31647453354167
236	93.17649982174136
237	93.00820570705933
238	92.86869339849875
239	93.13709004996824
240	93.5418844516187
241	91.90017561591281
242	91.76232535248894
243	91.86211737135986
244	92.7173964155643
245	93.46591767464258
246	93.08781846535305
247	92.85422354250866
248	97.08961446889286
249	96.22712719501232
250	96.34945716561023
251	96.26217599284614
252	97.65361846565645
253	97.65896446221237
254	96.31791570707664
255	96.32664289423799
256	97.64247090059442
257	96.57419375408749
258	97.63746896999054
259	97.03416579184837
260	98.73198429658716
261	98.63371868396288
262	98.60097295405659
263	102.0088272892375
264	101.1374291217809
265	101.17941583320469
266	101.50802801193709
267	102.37591936043754
268	102.57284851081636
269	102.30243588750362
270	102.68768031939233
271	102.2868193418065
272	100.9235890795612
273	101.3434618115552
274	101.9222382427313
275	101.57401920701419
276	100.35452088102683
277	100.35452088102683
278	100.35452088102683
279	100.35452088102683
280	100.35452088102683
281	100.35452088102683
282	100.2039890997053
283	102.33735234987209
284	101.26782263425548
285	103.1218559034159
286	103.51690850913798
287	102.38470202877299
288	103.61141526490164
289	103.50043486983157
290	103.91401000261213
291	104.2853723625588
292	103.83510993811537
293	104.3900116212754
294	104.04406510480194
295	103.87065832962728
296	102.78072608525932
297	102.78072608525932
298	102.78072608525932
299	102.78072608525932
300	102.78072608525932
301	102.78072608525932
302	102.78072608525932
303	102.78072608525932
304	102.78072608525932
305	102.62655499613142
306	101.73403549117538
307	102.8457755257694
308	102.24122618619177
309	101.91652087055763
310	101.91652087055763
311	101.91652087055763
312	101.91652087055763
313	101.91652087055763
314	101.76364608925181
315	101.53289787691374
316	101.94527302253975
317	102.02433588316377
318	101.45039313766974
319	101.5260148482047
320	101.5260148482047
321	101.5260148482047
322	101.5260148482047
323	101.5260148482047
324	101.5260148482047
325	101.5260148482047
326	101.5260148482047
327	101.5260148482047
328	101.5260148482047
329	101.5260148482047
330	101.5260148482047
331	101.5260148482047
332	101.3737258259324
333	100.79802334379569
334	100.74839423518209
335	100.74597542254479
336	100.74597542254479
337	100.74597542254479
338	100.74597542254479
339	100.74597542254479
340	100.74597542254479
341	100.74597542254479
342	100.74597542254479
343	100.74597542254479
344	100.74597542254479
345	100.74597542254479
346	100.59485645941098
347	100.51189162934136
348	100.22307688547605
349	100.34564074431376
350	101.95455783871071
351	102.25509124618365
352	102.79342445542619
353	103.87196724882016
354	105.23408297685434
355	105.17202613352211
356	104.72650499604828
357	105.18189894581145
358	105.20339516232019
359	104.95051004636238
360	104.90073116906181
361	105.03347480176365
362	104.78458037792664
363	105.08812794911421
364	104.77545424578935
365	104.90948538811818
366	105.44829899774237
367	105.63174347764908
368	107.60538462933133
369	107.81279667380838
370	108.40599522954736
371	109.59654052196446
372	109.42895149885197
373	110.28805234491985
374	109.18171637078673
375	109.87370486402503
376	110.17729433245178
377	109.61511029928094
378	109.56896962557592
379	108.99089726245626
380	108.37103176010643
381	108.20847521246628
382	109.71147005919349
383	109.46213684615437
384	109.8092811766311
385	109.4375213368087
386	110.6805245598672
387	109.87448858825617
388	110.05097883789108
389	110.05097883789108
390	110.05097883789108
391	110.05097883789108
392	110.05097883789108
393	110.05097883789108
394	110.05097883789108
395	110.05097883789108
396	110.05097883789108
397	110.05097883789108
398	110.05097883789108
399	110.05097883789108
400	110.05097883789108
401	110.05097883789108
402	109.88590236963427
403	110.6675312093146
404	112.38361623876528
405	111.92072118958737
406	111.63558869714745
407	111.95849288401342
408	112.85629976283435
409	112.70362848150053
410	114.6983356077304
411	114.16486315586369
412	114.88838318552222
413	114.62076313747582
414	113.97577284303777
415	110.22258627406302
416	110.22258627406302
417	110.22258627406302
418	110.22258627406302
419	110.22258627406302
420	110.22258627406302
421	110.22258627406302
422	110.22258627406302
423	110.22258627406302
424	110.22258627406302
425	110.22258627406302
426	110.22258627406302
427	110.22258627406302
428	110.22258627406302
429	110.22258627406302
430	110.22258627406302
431	110.22258627406302
432	110.05725239465193
433	109.87681042071951
434	112.75363986499573
435	115.70869478126062
436	115.22379708276513
437	115.86048410930142
438	116.65468069656797
439	119.53271789559852
440	117.40777755036123
441	116.23078703850837
442	117.62670276557299
443	118.27614814134145
444	118.27614814134145
445	118.27614814134145
446	118.27614814134145
447	118.09873391912944
448	118.07096317870413
449	117.60178382015395
450	117.52522790466963
451	118.41475790291855
452	120.65656540871456
453	117.70267198319213
454	117.70267198319213
455	117.70267198319213
456	117.70267198319213
457	117.70267198319213
458	117.70267198319213
459	117.70267198319213
460	117.70267198319213
461	117.70267198319213
462	117.70267198319213
463	117.70267198319213
464	117.70267198319213
465	117.70267198319213
466	117.70267198319213
467	117.70267198319213
468	117.70267198319213
469	117.70267198319213
470	117.70267198319213
471	117.70267198319213
472	117.70267198319213
473	117.52611797521735
474	118.87614419515434
475	118.7583883229798
476	118.09316048537569
477	119.6349560728752
478	121.66100332053921
479	124.75130102348331
480	126.60580864303277
481	128.1964055607373
482	125.6785548318315
483	127.63292055468537
484	125.42990386176793
485	123.0636935497084
486	124.99149542310977
487	124.99149542310977
488	124.99149542310977
489	124.80400817997511
490	125.29125193542168
491	124.5225145270137
492	131.42756716064963
493	130.59482486027431
494	131.00463169411336
495	129.3915403296908
496	129.28060319540248
497	129.28060319540248
498	129.28060319540248
499	129.28060319540248
500	129.28060319540248
501	129.28060319540248
502	129.28060319540248
503	129.28060319540248
504	129.28060319540248
505	129.28060319540248
506	129.28060319540248
507	129.28060319540248
508	129.28060319540248
509	129.28060319540248
510	129.28060319540248
511	129.0866822906094
512	128.31358073113094
513	126.79574831299696
514	129.3179744167943
515	129.3179744167943
516	129.3179744167943
517	129.3179744167943
518	129.3179744167943
519	129.3179744167943
520	129.3179744167943
521	129.3179744167943
522	129.3179744167943
523	129.3179744167943
524	129.3179744167943
525	129.3179744167943
526	129.3179744167943
527	129.1239974551691
528	130.10292423272662
529	131.440522625587
530	132.14228729878027
531	130.80893442918682
532	131.44052262769227
533	130.80893442918682
534	132.27306023338366
535	131.51140086424277
536	134.680548987316
537	134.62203291227257
538	136.29285332714434
539	137.12481645073302
540	138.39571227314573
541	138.35290462829497
542	138.3337617232118
543	136.89174426825576
544	138.03711051570875
545	139.53438907169377
546	140.00205158170235
547	138.64007735303989
548	139.65116926370246
549	142.63675501543347
550	145.58855164815623
551	145.16002192423443
552	144.5635219550026
553	146.1122953133162
554	142.10439819949426
555	142.10439819949426
556	142.10439819949426
557	142.10439819949426
558	141.891241602195
559	140.89626923044597
560	143.42776754095271
561	141.28155203807634
562	137.42625717077274
563	137.42625717077274
564	137.42625717077274
565	137.42625717077274
566	137.42625717077274
567	137.22011778501658
568	138.6408644914702
569	142.13269402354726
570	141.4264746366906
571	141.74144189461512
572	141.96685963617892
573	149.51819964677176
574	147.540544948077
575	151.6131787504603
576	152.24096807495738
577	159.43827870502105
578	162.11800283324138
579	141.21433492535223
580	141.21433492535223
581	141.21433492535223
582	141.21433492535223
583	141.21433492535223
584	141.21433492535223
585	141.21433492535223
586	141.21433492535223
587	141.21433492535223
588	141.21433492535223
589	141.21433492535223
590	141.21433492535223
591	141.21433492535223
592	141.21433492535223
593	141.21433492535223
594	141.21433492535223
595	141.21433492535223
596	141.21433492535223
597	141.21433492535223
598	141.21433492535223
599	141.21433492535223
600	141.21433492535223
601	141.21433492535223
602	141.21433492535223
603	141.21433492535223
604	141.00251342296423
605	142.20706376000618
606	143.55614751082348
607	143.73056379810149
608	138.8064244485766
609	139.27751666725075
610	136.51688294320246
611	136.51688294320246
612	136.51688294320246
613	136.51688294320246
614	136.51688294320246
615	136.51688294320246
616	136.51688294320246
617	136.31210761878768
618	140.84616846355345
619	141.7524763771819
620	138.12960350435318
621	138.72919940735315
622	140.2254931603394
623	141.43138569338268
624	140.96610180122613
625	139.91564699445993
626	140.37118040332734
627	141.401094109426
628	145.88424791161512
629	144.53927578205523
630	145.09666683960842
631	146.6105794100422
632	148.48932376717968
633	148.12699414190106
634	148.74988274906528
635	146.89306017007632
636	147.9654522752709
