Date	Sell
80	86567.19
93	84424.38
97	82414.23
102	83111.76
123	82516.29
136	83624.01
139	82618.26
150	76685.62
159	76322.42
193	84101.16
196	85379.96
201	83643.99
206	84334.01
228	84129.83
254	93556.12
256	93311.83
259	95061.22
261	94638.68
277	93833.51
280	94658.76
283	94843.1
285	94256.82
308	96354.34
350	103191.35
355	104150.0
388	103508.48
401	103226.29
426	109076.35
441	109004.19
447	109434.79
453	108938.17
486	104047.64
494	106238.81
