	openTime	open	high	low	close	volume	closeTime	quoteVolume	numTrades	MA_20	MA_50	MA_100	MA_200	RSI_14	SOk143	SOd1433	SORSI_14k3	SORSI_14d33	MACDl_1226	MACDs_1226	MACDh_1226	Momentum_10	ATRE_14	BBU_20	BBD_20	BBp_20	BBU_50	BBD_50	BBp_50	ROC_9	Trix_18	Trix_9	MFI_14	KCM_20	KCU_20	KCD_20	PSAR	PSARtrend	ChaikinOSC
17	1742097600000	84332.35	84418.0	83972.57	84273.96	964.71247	1742111999999	81323716.84465310	142699					21.671752128774372	79.91966886789983	80.68785139929292	99.72558825699316	99.79225656283619				-450.61999999999534	722.1105676426303							-0.33119663173828984			79.57549060277317				80922.18427084717	True	-41.607998930670874
18	1742112000000	84273.95	84335.43	82381.46	82410.02	2982.64569	1742126399999	248389598.88220270	411330					18.584365302644656	58.564602547138044	69.43182865255655	92.04165170089887	95.7888327776019				-2143.979999999996	897.954747301485							-1.8732079749283108			72.44733820453881				81009.93478543022	True	-1165.9554775089032
19	1742126400000	82410.01	83508.95	82400.0	83320.83	3782.45365	1742140799999	313522063.58717210	577426	83283.347				24.262291317464417	43.806935537538266	56.41921173956698	92.06048139828847	93.82748425070072				-662.3699999999953	927.7927925890124	85323.79155345481	81242.90244654518	0.5091850082219932				-1.3861195599724938			73.59557381178554	83283.59666666666	84698.47282450498	81868.72050882835	81095.93028972161	True	-839.0357879118253
20	1742140800000	83320.83	85117.04	82562.36	83098.47	5881.93983	1742155199999	493873226.26068620	895481	83289.4775				23.825437278791995	26.3234074174576	41.182941229687536	90.12374129720769	91.88530317748695				-1393.520000000004	1156.015631237208	85328.14766271823	81250.80733728176	0.45315389818985846				-0.8694541194271849			75.09895082462566	83314.91933333334	84992.05932043845	81637.77934622823	81180.20588392718	True	-791.4913437988913
21	1742155200000	83098.47	83453.01	81981.12	82574.53	2770.38354	1742169599999	228889403.21789960	523352	83365.968				22.784433397197773	26.682007096199538	33.901301221773615	90.39114884942767	91.15901760762746				-1252.7799999999988	1200.0213131232156	85264.95027008186	81466.98572991813	0.2916152213559432				-1.818242565669501			61.55587678863765	83350.08016666668	85084.04765156152	81616.11268177185	81262.79596624864	True	-1657.0640140333057
22	1742169600000	82574.52	83725.39	82523.0	83675.65	2140.41723	1742183999999	178068310.01161760	395974	83539.1805				29.733079128062315	32.48169579537804	33.17973377583838	90.39114884942767	90.76849174208643				-428.09000000001106	1200.3493422758277	85078.00750012933	82000.35349987067	0.5443420540413324				-0.7947855749447453			58.61922923452769	83491.88033333333	85233.21529604672	81750.54537061995	81343.73424692366	True	-159.95803638326151
23	1742184000000	83675.64	83869.77	82682.62	83567.87	2436.57299	1742198399999	203079924.31685390	376283	83661.785				29.45368125104318	41.1861059380767	37.18362387423147	91.74810444953164	91.25326955748402				-778.1500000000087	1198.5307924735896	84941.24300244366	82382.32699755635	0.46329891257835804				-0.8684580945333565			66.31966634879392	83614.053	85359.51284713126	81868.59315286874	81423.05376198518	True	1014.7836631203061
24	1742198400000	83567.88	83783.02	83220.11	83514.73	1904.26795	1742212799999	159044276.89864960	315481	83743.083				29.307453649654505	51.17998333290817	44.187353041686684	97.89206370508384	94.57816292515061				-785.25	1111.3449552569336	84861.85625004821	82624.30974995179	0.3979449142218216				-0.9766720845204232			66.40418816068637	83706.382	85358.36634653922	82054.39765346078	81500.78688674548	True	808.4854696258659
25	1742212800000	83514.73	84000.0	82456.0	83531.06	5473.06801	1742227199999	455294083.82819460	1026228	83811.0935				29.42341139278068	49.64306062229485	46.91625414570279	96.96619386894294	95.77307601044718	23.095994996925583			-807.3800000000047	1170.464095127326	84787.46183616707	82834.72516383293	0.35659433554587977				-0.95014557878982		-3.567271646756233	59.88274910394177	83766.07583333334	85486.36177358925	82045.78989307742	81576.96534901057	True	951.8677063662041
26	1742227200000	83531.07	84756.83	83103.6	84482.55	3834.07195	1742241599999	322329396.08828530	619947	83872.5635				36.009730865430974	59.36567259368875	53.14147532328463	97.80156041553698	96.7875343779923	90.99706786313618			150.2100000000064	1236.212931708986	84852.80423772383	82892.32276227618	0.8111411699826011				0.24751417875699266		-2.0356721054860762	67.88012946827635	83825.58466666666	85623.40883202873	82027.7605013046	81651.62024203036	True	1707.992832766032
27	1742241600000	84482.55	84506.8	83746.12	84010.03	1426.34545	1742255999999	119900822.90327290	280843	83836.836				34.297939578759866	64.63047526722637	58.88634588472706	95.79961007702889	96.29362515791138	109.09358990157489			-263.93000000000757	1171.6337758802435	84771.780321667	82901.89167833299	0.5926226278861176				1.94152361569624		-0.698273568336195	62.82263955792231	83818.71916666668	85549.95049159642	82087.48784173693	81724.78203718975	True	1040.938883623563
28	1742256000000	84010.02	84021.74	82960.0	83147.6	2227.16043	1742270399999	185591729.39590270	393516	83766.51599999999				31.367090125160445	60.554478430572466	59.72066688212832	87.84447877808623	92.06893622369728	59.77479043036874			737.5800000000017	1156.7465665333998	84692.66822224249	82840.36377775749	0.1658670221071228				-0.2079071943954422		-0.47751149130275095	57.446802495594106	83763.32166666667	85480.58421139306	82046.05912194028	81796.48059644597	True	-597.3732080863838
29	1742270400000	83147.6	83280.0	82244.68	83163.81	3791.82354	1742284799999	314195300.33350750	465416	83725.5465				31.485599085373906	46.53690145156784	53.12870191480372	79.19017582385567	85.62934332983639	21.75703768793028			-157.02000000000407	1140.332077864414	84669.60127970166	82781.49172029833	0.2024873386174066				0.0786296065378779		-0.7905809524011872	51.39865886589496	83703.88149999999	85404.68046438128	82003.0825356187	81866.74518451704	True	-140.10219612593949
30	1742284800000	83163.81	83452.3	82500.0	82581.1	1859.60834	1742299199999	154285857.78712910	345917	83630.00200000001				29.512797990850373	31.348057348402012	42.2382779708616	70.03658194243822	77.83281124869929	-50.8058324232843			-517.3699999999953	1114.9606932452991	84607.32326219877	82652.68073780125	-0.03662088433449118				0.007956448556240024		-1.9021551690255811	50.62704175665817	83627.22416666667	85300.86483618	81953.58349715333	81935.6044808267	True	27.006541161922087
31	1742299200000	82581.09	82821.6	81134.66	81610.21	5242.8777	1742313599999	428828401.79223450	919040	83519.147				26.53008033944866	22.929382071707437	32.58379116382212	60.7837683390291	69.3082283991565	-178.38221057510236			-964.3199999999924	1192.015399892663	84704.28298191904	82334.01101808096	-0.3053662318601324				-2.4683883543181175		-4.229520762599838	43.86237400401664	83517.042	85275.73752504244	81758.34647495757	85309.71	False	-1568.5662703551998
32	1742313600000	81610.22	82476.26	81245.65	82317.21	3040.4539	1742327999999	248677108.43128790	681305	83429.8205				31.92544311711383	20.256136515617673	26.419942847189933	59.1439417834383	64.22605194050632	-223.6828738016775			-1358.4399999999878	1197.20752769254	84661.18402753153	82198.45697246847	0.048220133565916305				-1.4965799654819358		-6.179124883839036	50.39389905848108	83419.25533333333	85186.57467385677	81651.9359928099	85226.209	False	-871.2604598753251
33	1742328000000	82317.2	82810.95	81870.23	82715.03	1448.97492	1742342399999	119234657.73966440	321177	83348.271				34.825718402971816	27.106654814457766	26.763294912401417	68.58784445687233	66.40693999043351	-226.89775452068716	-107.6404588889858	-119.25729563170135	-852.8399999999965	1162.7435241037629	84557.23937303446	82139.30262696552	0.2381068793344109				-0.9575556312042165		-7.29543770161976	47.71919320906904	83328.25316666668	85060.47701855403	81596.02931477933	85144.37802	False	587.0659409078414
34	1742342400000	82715.03	83280.0	82547.16	83037.17	2751.69748	1742356799999	228180988.65686530	403231	83285.1305				37.16041490352184	40.63421741544921	33.698759310231786	86.721659195365	76.56430921451062	-202.6864895161998	-128.93628716398774	-73.75020235221206	-477.5599999999977	1105.0375366846233	84449.76076808745	82120.50023191255	0.3935453994308424				-0.59126509348738		-7.503942686064021	43.60618368018212	83261.39833333335	84931.46850969661	81591.32815697008	85064.1836596	False	708.3770876721753
35	1742356800000	83037.17	83364.16	82792.91	83190.0	1888.77416	1742371199999	156993387.97723760	325173	83227.7085				38.28984526202848	49.650477049958624	41.6746203546109	97.01578870518635	86.79005556238268	-169.9213478188176	-137.9035842492479	-32.017763569569695	-341.0599999999977	1033.451384365143	84331.44871394179	82123.9682860582	0.48291785534146453				-1.5299609209239102		-7.024299401481501	49.35655587069495	83199.7875	84790.24163634752	81609.33336365249	84985.593186408	False	561.1412416398416
36	1742371200000	83190.0	84119.09	83178.74	83881.4	3556.56382	1742385599999	297377789.37154680	408203	83205.16150000002				43.25843253492113	61.6995705152803	51.68709676224154	100.0	93.39503014331473	-90.10979046698776	-127.63948173913633	37.52969127214857	-601.1500000000087	1020.9752617286537	84264.94572139713	82145.3772786029	0.8190453709097927				-0.1531126699990521		-5.5192635365528755	51.13820390076233	83178.44266666667	84751.32766294567	81605.55767038767	84908.57452267985	False	714.0093729789708
37	1742385600000	83881.4	84888.0	83510.21	84733.05	5832.94768	1742399999999	490724112.66495040	854790	83228.116				48.733920773546345	76.14878301618391	63.91794059403022	100.0	96.69751566218785	37.96684152842499	-92.59143006848534	130.55827159691034	723.0200000000041	1068.7583641573935	84351.97806174417	82104.25393825582	1.1695367924709668				1.906789853224864		-2.781860070290767	54.97073303461327	83186.22150000001	84807.207722374	81565.23527762602	81134.66	True	1915.1560089696013
38	1742400000000	84733.05	85950.0	83578.32	85433.38	9865.43804	1742414399999	836439043.94224580	1198926	83379.284				52.77005177939114	86.99146195943922	75.45470172571078	100.0	98.3487579787265	191.0777210186061	-33.24763201104521	224.3253530296513	2285.779999999999	1243.1384959757063	84685.26652794651	82073.30147205348	1.2864178716195382				2.7290356225863235		0.99503778637605	61.980851743203495	83283.468	85092.68375489337	81474.25224510662	81209.7268	True	3443.9209863313054
39	1742414400000	85433.38	87000.0	85200.1	86845.94	4255.63256	1742428799999	366098619.33091630	584438	83555.5395				59.66737387261028	94.17214350160724	84.8134228191132	100.0	99.17437902627138	416.63237750426924	60.00956584121335	356.62281166305587	3682.1300000000047	1317.6166466561463	85303.32595702159	81807.75304297841	1.4413050681280564				5.16442624280858		6.260158340067258	71.85967517092674	83447.07233333334	85342.68758528103	81551.45708138566	81399.337728	True	3439.9717675892944
40	1742428800000	86845.93	87453.67	85619.56	85891.02	4306.12355	1742443199999	371978129.16859120	590473	83695.167				53.9332818955332	87.30513503956185	86.05927896064664	94.23198520891195	96.70318210533117	515.2327950586332	153.69111280981792	361.5416822488153	3309.9199999999983	1386.6779377957425	85600.36186749139	81789.97213250861	1.0762804208294272				5.245434364156148		10.7537472297654	63.58507832841018	83583.512	85561.97652420995	81605.04747579005	81735.37746432	True	390.0486331714974
41	1742443200000	85891.01	86013.05	85430.38	85816.39	2389.67499	1742457599999	204849668.80176310	281103	83857.26000000001				53.500551772795205	82.24454900379114	84.15191398601712	88.02868026927375	92.365931161939	580.7797766112635	241.0765916191229	339.7031849921406	4206.179999999993	1279.213213596428	85845.1404533896	81869.37954661042	0.9927685658006808				4.250848637848626		14.218670973909209	62.35969040381846	83737.698	85609.38024398295	81866.01575601706	82192.8408671744	True	-1768.1056989477208
42	1742457600000	85816.39	86300.0	84755.14	85502.17	3049.10665	1742471999999	260844839.21061250	432278	83948.586				51.622513276694114	72.82575382325187	78.48883389072238	79.9362263820692	86.1510787416055	601.2228427542286	314.4272091003678	286.7956336538608	3184.959999999992	1314.70826092462	86009.75666418423	81887.41533581576	0.8768693264938541				3.3695689888524485		16.37463185152624	61.315967498914674	83848.2525	85762.9552125835	81933.5497874165	82613.70719780044	True	-1557.6640667101185
43	1742472000000	85502.16	86532.04	84565.16	84691.76	5937.94941	1742486399999	508171848.77439930	933494	84004.78050000001				47.03648489294156	66.49955188128095	72.49419288038978	72.99862801756609	79.57485336726778	547.7163940052124	361.76728852633664	185.9491054788757	1976.729999999996	1401.8250367338776	86075.81545894487	81933.74554105515	0.6658541535073811				1.9925895836768		16.726171583235683	58.799271903234114	83942.73083333333	85957.2851827397	81928.17648392697	83000.90422197641	True	-3222.980069458158
44	1742486400000	84691.27	84908.0	83655.23	84174.79	4615.68665	1742500799999	388356604.59802860	750808	84037.7835				44.33096922220873	57.83996754765902	65.16708021053677	63.77479833514682	71.67482584358658	459.50243085922557	381.5423074384927	77.96012342073288	1137.6199999999953	1381.9192394023235	86102.14541519602	81973.42158480399	0.5331837404554568				1.1837841086668994		15.493538849696051	55.98844458132225	83979.7335	85981.24836064148	81978.21863935853	83357.1254842183	True	-3829.7473705026646
45	1742500800000	84176.87	84609.21	83922.01	84223.39	1791.76338	1742515199999	151040830.60225710	264439	84072.4				44.653271047317766	50.789641012043916	57.9783606091028	53.827048078403685	62.75093695600393	388.93659811778343	383.0349326116343	5.901665506149129	1033.3899999999994	1289.1616131311941	86129.68578253892	82015.11421746107	0.5366964087540785				0.4077065952642723		13.507160720734863	62.608114107432094	84025.85933333334	85933.99007457748	82117.7285920892	83655.23	True	-2153.8115856442932
46	1742515200000	84223.38	84850.33	84180.09	84451.96	1402.80368	1742529599999	118570594.28713410	252904	84070.87049999999				46.229999086999314	47.43864473797972	52.70850267265734	48.50195899673298	55.62644797418335	347.00431723285874	375.7752424774956	-28.770925244636885	570.5600000000122	1206.539615310095	86127.4595513051	82014.28144869488	0.5926508627861694				-0.3317359637119123		11.455244371647959	61.52165284252819	84044.84933333335	85866.21585350946	82223.48281315723	83655.23	True	-1106.186907469706
47	1742529600000	84451.97	84798.93	83700.47	83937.98	2156.9138	1742543999999	181650629.93582930	309569	84067.268				43.24648995404399	40.850498821096785	46.77950074654973	39.60937996767908	47.61791396989826	270.1390412248584	354.5225484646218	-84.38350723976345	-795.070000000007	1192.114001886493	86124.25140959291	82010.28459040709	0.4685733974817066				-1.7503697032705585		9.003800102414482	58.068202646922444	84047.75649999999	85852.44569778796	82243.06730221202	87453.67	False	-896.4936868370606
48	1742544000000	83937.99	84337.66	83732.09	84046.52	1486.42515	1742558399999	124915643.19684500	333715	84112.214				44.06740224416956	33.827531268156555	40.303516007164255	33.32502051244817	40.47146724073243	215.3234130510682	326.55062772092964	-111.22721466986144	-1386.8600000000006	1113.8376034220864	86143.54064168454	82080.88735831548	0.4838297793540667				-3.2234322065026855		6.636299125988745	54.29677496722217	84080.872	85799.55822145025	82362.18577854976	87378.606	False	-626.7794971155815
49	1742558400000	84046.52	84358.51	83175.25	83565.48	3473.84885	1742572799999	291107116.71918020	777768	84132.2975	83661.5838			41.22159868055327	21.45480910038499	30.879162553615533	18.022389416376708	29.246928328195718	132.31448929815087	287.5560828108554	-155.24159351270453	-3280.4600000000064	1123.1011570287237	86145.80553828258	82118.78946171742	0.3592462783303636	86209.72792718279	81113.4396728172	0.48114239320790525	-2.707547308205221		4.048738574180383	49.299616595429264	84121.05116666667	85845.12628784814	82396.97604548521	87305.04328	False	-446.2177364180602
50	1742572800000	83565.47	84435.87	83379.0	83956.36	2229.62892	1742587199999	187226432.21254640	475764	84201.06049999999	83681.1938			44.365566426966254	18.09165976091089	24.485411157203913	14.690229243948622	21.96857878593751	96.39639513952716	249.20824605162827	-152.8118509121011	-1934.6600000000035	1114.26435539371	86140.57980760002	82261.54119239996	0.4369172302020583	86222.8816501191	81139.50594988088	0.5541306045876389	-2.1674530937505048		1.9570535548107275	48.04850088061397	84175.015	85885.79319550158	82464.23680449842	87139.8515488	False	-284.29430379193013
51	1742587200000	83956.35	84584.0	83813.21	84088.79	1207.35403	1742601599999	101665102.90446670	210285	84324.9895	83742.07519999999			45.43053699388949	16.243379565353493	20.3643953612488	13.287425771287106	17.628002278537267	77.54656706904643	214.79269856721174	-137.2461314981653	-1727.6000000000058	1068.4408966890533	86037.28345489244	82612.69554510755	0.4310283437825842	86169.25098607189	81314.8994139281	0.5714235042203349	-1.6530340691938048		0.4462094387981181	43.09229406774616	84290.3405	85948.00857930865	82632.67242069136	86981.267486848	False	74.59076624311638
52	1742601600000	84088.79	84338.98	83989.58	84256.74	1006.94162	1742615999999	84759696.58151650	161394	84421.966	83822.982			46.820853284421176	21.62901257941016	20.99670397032908	23.405830565101386	20.516916421827023	75.0831045849045	186.7966274936806	-111.7135229087761	-1245.429999999993	972.5200159625022	85981.72627370401	82862.20572629599	0.44703480951991825	86029.44560525671	81616.5183947433	0.5982925798020441	-0.5136509147997274	3.521352173417971	-0.45488895884569974	30.251969591970735	84399.4435	85948.61352666859	82850.2734733314	86829.02678737408	False	318.5085078794028
53	1742616000000	84256.73	84429.09	84153.21	84274.72	754.99674	1742630399999	63655590.92069590	130676	84499.9505	83886.1608			46.97660249207868	24.109367476778818	22.553035723555414	32.81548504390316	26.666200732875065	73.70925560049363	164.1441000266151	-90.43484442612146	-417.0399999999936	879.5937401492504	85940.77689642769	83059.12410357232	0.4218398203425372	85952.69583986385	81819.62576013614	0.5940122457409679	0.1187172548930714	3.2207230430772467	-0.9297093596363538	23.27259395988895	84490.457	85931.01008141546	83049.90391858453	86682.87571587911	False	470.18507593619415
54	1742630400000	84274.71	84539.17	84109.0	84239.25	871.57177	1742644799999	73497548.83063600	156171	84560.0545	83933.1704			46.68611435907766	27.557592032669067	25.055313878113463	40.043887905667354	33.355044319278186	68.99990062740108	145.09167438622654	-76.09177375882547	64.4600000000064	819.6476858533385	85909.90062593656	83210.20837406344	0.3811699741785694	85919.63589963499	81946.70490036502	0.5770412574636307	0.01883087346638574	2.953600647663151	-1.1632231303796166	28.49075180605844	84557.5085	85922.00952301992	83193.00747698007	86542.57068724395	False	210.54477512247792
55	1742644800000	84239.24	84296.39	83975.42	84109.09	1017.55631	1742659199999	85592797.27643300	154179	84606.009	83971.93519999999			45.57246030707114	28.404807090707095	26.73006048441077	43.86932617905222	38.61218524916905	54.26946738015977	126.9092259602782	-72.63975858011844	-114.30000000000291	753.1353177603312	85878.36268704191	83333.6553129581	0.30472450189722955	85892.58756573722	82051.28283426276	0.5357052641192978	-0.40599412968036486	2.6944047437510856	-1.3631373904413362	29.78886637650784	84608.07233333334	85888.16305274244	83327.98161392425	86407.8778597542	False	59.70392795603527
56	1742659200000	84109.08	84320.0	84063.53	84171.59	818.77482	1742673599999	68933439.67450630	118620	84620.51849999999	83990.304			46.23565960063189	29.73257189159881	28.23131618800508	57.5208836543535	48.06653445176293	47.039045162382536	110.9225238303549	-63.88347866797237	-280.3700000000099	686.8942778921286	85876.9243866386	83364.11261336139	0.3213441592505346	85900.4366320527	82080.1713679473	0.5474537728317787	0.27831263034921805	2.4555680726046494	-1.4548847427183071	34.98353655122389	84631.00383333332	85825.53480098768	83436.47286567897	86278.57274536403	False	60.9625658199767
57	1742673600000	84171.59	84204.19	83625.1	83840.59	950.37988	1742687999999	79796370.51786450	143441	84575.89550000001	83972.6242			43.23127158195055	31.96622982654229	30.098773007273746	54.32666263648661	51.196598544125436	14.716107121130335	91.66903714153122	-76.95293002040088	-97.38999999999942	672.5168005883197	85858.2270786963	83293.56392130372	0.21329353803031986	85871.34677817374	82073.90162182627	0.46523078160080533	-0.24501906801139126	2.1856237329072346	-1.78424049718394	42.443369095828324	84606.64749999999	85770.04695923824	83443.24804076174	86154.43983554946	False	32.691810869951496
58	1742688000000	83840.59	84277.07	83809.75	84224.39	735.1977	1742702399999	61817207.93502530	142152	84515.446	83966.032			47.49183890958755	43.570495777188704	36.83463439223135	73.71615290262079	62.456375723373945	19.54066269515897	77.23604385521578	-57.69538116005681	177.86999999999534	645.1513322773003	85765.7574747561	83265.13452524389	0.3836066028839844	85858.79526119311	82073.2687388069	0.5682488944330885	0.78849544094045	1.9580791187613118	-1.8225589847372734	54.4330252274427	84562.47266666667	85681.71179684368	83443.23353648966	86035.27224212748	False	240.32690883575037
59	1742702400000	84224.39	84328.24	84070.22	84279.82	537.08204	1742716799999	45215656.08423050	79415	84387.14	83971.9644			48.097695034752725	55.65716101449419	46.24589770336291	78.30681477205717	70.3815952477156	27.478263468161458	67.28044930887619	-39.80218584071473	714.3400000000111	593.5241829337408	85329.31557723011	83444.96442276989	0.4430467088122253	85866.80551327941	82077.12328672058	0.5812352016859087	0.38527158633366954	1.7731276328258372	-1.6406246631625543	51.359978249004435	84456.34333333332	85505.67584499247	83407.01082167418	85920.87135244238	False	487.5123363303152
60	1742716800000	84279.82	85027.32	84263.05	84679.99	1637.95361	1742731199999	138641260.75212670	178747	84326.5885	83975.7244			52.37040952433584	69.93998328037155	58.092940491867324	100.0	85.1907976238581	65.03400367613358	66.83101433233911	-1.7970106562055292	723.6300000000047	616.2939760213987	85114.83934220907	83538.33765779092	0.7241681715236727	85875.51701148784	82075.93178851217	0.6853532842851853	0.7030663659210837	1.6805305902757475	-0.9716501573913515	51.97679906898908	84373.11183333334	85431.71002003543	83314.51364663125	85811.04649834469	False	410.59618327065084
61	1742731200000	84680.0	85254.17	84573.4	85189.41	1965.74104	1742745599999	167010706.41782340	286179	84295.2395	84002.9664			57.200667953863565	81.3575461224694	69.7252433071684	100.0	92.59539881192912	134.03043668688042	80.2743889028249	53.756047784055525	1100.62000000001	624.8919848863679	84961.8241649097	83628.65483509029	1.1707103741436413	85932.89705678434	82073.03574321567	0.8073798521799904	1.1069381511793575	1.7276447357139113	0.36882534986630616	63.07272129531693	84335.73116666666	85390.75612138727	83280.70621194606	85705.6146384109	False	741.5164023271948
62	1742745600000	85189.41	85413.05	84800.0	85011.19	1581.19041	1742759999999	134554718.17691680	240603	84270.6905	84021.1154			55.09555588979516	86.7244981600591	78.22487073361374	95.6086051737182	94.10200199282367	172.43934850681399	98.71121000155361	73.72813850526038	754.4499999999971	623.3128616580573	84846.10941084547	83695.27158915452	1.1434438337384285	85971.8690244198	82070.3617755802	0.7537672076079006	0.8738919571610575	1.84259799254009	1.7413810008009092	71.18794687087535	84313.51333333334	85355.61468514355	83271.41198152312	85604.40005287447	False	605.5390161559417
63	1742760000000	85011.2	86129.64	84923.91	86082.5	2004.81333	1742774399999	171452769.78378110	279437	84340.22750000001	84055.845			63.73531176017936	92.40444077689263	85.31465575525321	95.60860517371817	94.85530358327094	285.4458356909163	136.0643414929397	149.3814941979766	1807.7799999999988	700.9766600903117	85169.3197622027	83511.13523779732	1.5507108674318237	86090.24452687742	82021.44547312259	0.9980966062036732	2.1881130233234507	2.154053351137413	3.990298317191832	88.70738244620316	84335.96483333332	85451.18642646918	83220.74324019745	83175.25	True	576.4132005192225
64	1742774400000	86082.5	86641.13	85519.09	86532.07	3571.64325	1742788799999	307368498.74843640	463055	84458.0915	84100.4868			66.63634445133556	92.23746317897495	88.77605946711408	95.60860517371817	95.23195437849456	406.35894230697886	190.13044827402317	216.2284940329557	2292.820000000007	757.1235639574072	85562.70284019172	83353.48015980827	1.4387820061851062	86251.37681825654	81949.59678174346	1.0652504729114392	2.880758786000432	2.6553175397204187	6.846729834823664	89.56855624468685	84435.20266666666	85604.58509506522	83265.8202382681	83234.3378	True	1584.084771322608
65	1742788800000	86532.07	87300.0	86532.06	86874.52	4177.26747	1742803199999	363072690.32199260	403566	84590.648	84151.2084			68.69092620012542	94.36406770875935	91.57006358793672	100.0	97.61597718924729	523.6086706365895	256.83318579822543	266.7754848383641	2765.4300000000076	758.5658695323259	85955.74963814716	83225.54636185284	1.3365208626882492	86440.17966611133	81862.23713388867	1.0948767554051826	3.2112141400679346	3.3196206471311855	9.98306375371035	91.0454213178001	84567.7355	85735.45163327573	83400.01936672426	83370.60948799999	True	1120.6020345854242
66	1742803200000	86874.52	87909.99	86838.76	87689.52	3734.28314	1742817599999	326567850.46965180	350170	84752.526	84218.35200000001			72.95887901932177	93.22023216324014	92.39514787558842	100.0	98.80798859462364	674.158147489652	340.3052791568857	333.8528683327663	3517.9300000000076	800.257278752309	86466.10697204023	83038.94502795977	1.3569755523437996	86716.41570763027	81720.28829236976	1.1947717124662243	4.590771605972725	4.189632731193695	13.622780621963797	92.08269120134277	84717.00033333333	85926.58951807288	83507.41114859378	83606.37291872	True	612.7100855072194
67	1742817600000	87689.52	88765.43	87138.6	88350.01	8345.49659	1742831999999	734078234.55690120	777312	84973.1275	84299.873			75.83394887204773	91.73170865197608	92.06342826378223	100.0	99.40399429731183	836.8406092869409	439.6191041315828	397.2215051553581	4509.419999999998	910.4735241141443	87040.76437385334	82905.49062614667	1.3166043425475125	87057.85466259977	81541.89133740024	1.234257420004417	4.8983673256642115	5.265502805920106	17.64766920799047	94.0090868315474	84913.94466666666	86240.86911268214	83587.02022065119	83950.6622852224	True	1792.1736093001177
